Respondent,MainBranch,Hobbyist,Age,Age1stCode,Salary,Country,WorkWeekHrs,YearsCode,YearsCodePro
42734,I am a developer by profession,Yes,30,18,41597,Canada,40,1,1
42737,I am a developer by profession,Yes,30,12,146174,Brazil,40,30,25
42739,I am a developer by profession,Yes,32,18,100728,Denmark,37,15,9
42740,I am a developer by profession,Yes,35,15,95397,Netherlands,40,7,7
42741,I am a developer by profession,No,30,5,115000,United States,30,15,10
42742,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,49,16,19896,Bulgaria,30,8,3
42745,I am a developer by profession,Yes,30,16,170150,Canada,40,11,3
42746,I am a developer by profession,Yes,30,13,91000,United States,45,14,3
42751,I am a developer by profession,Yes,30,15,22500,United States,40,7,3
42752,I am a developer by profession,Yes,24,11,45241,United Kingdom,40,13,3
42753,I am a developer by profession,No,29,25,77592,United States,25,4,3
42754,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,38,10,89721,Germany,40,25,14
42755,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,9,160000,United States,35,20,11
42760,I am a developer by profession,No,30,18,150000,United States,40,13,9
42761,I am a developer by profession,Yes,30,9,90951,United States,41,13,2
42764,I am a developer by profession,No,30,19,65000,United States,40,8,5
42765,I am a developer by profession,Yes,30,12,95589,Poland,40,10,7
42766,I am a developer by profession,No,41,18,32988,Brazil,44,23,21
42769,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,27,16,89521,Sweden,60,8,2
42770,I am a developer by profession,Yes,27,16,15180,Colombia,48,10,6
42772,I am a developer by profession,Yes,26,13,57312,Denmark,42,12,3
42775,I am a developer by profession,Yes,30,21,90205,India,40,8,5
42776,I am a developer by profession,Yes,30,18,122000,United States,43,24,20
42777,I am a developer by profession,Yes,22,11,160000,United States,33,11,2
42779,I am a developer by profession,Yes,22,17,13403,India,40,5,4
42783,I am a developer by profession,Yes,30,19,1440000,United States,45,18,12
42785,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,12,13572,Romania,45,18,5
42789,I am a developer by profession,Yes,30,10,82633,United States,40,7,1
42791,I am a developer by profession,No,21,16,10068,Romania,9,4,1
42793,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,45,14,150000,United States,65,31,21
42794,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,19,130000,United States,40,13,9
42799,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,34,13,117000,United States,40,20,5
42800,I am a developer by profession,Yes,30,12,145792,United States,55,30,22
42801,"I used to be a developer by profession, but no longer am",Yes,30,15,81626,Germany,40,3,3
42808,I am a developer by profession,Yes,30,23,103000,United States,55,20,16
42809,I am a developer by profession,Yes,40,7,48085,United Kingdom,50,17,2
42812,I am a developer by profession,Yes,24,17,80024,Lebanon,45,5,2
42816,I am a developer by profession,Yes,32,16,125000,United States,35,15,8
42822,I am a developer by profession,Yes,30,19,86592,France,10,10,7
42824,I am a developer by profession,Yes,38,18,52350,United Kingdom,40,20,14
42826,I am a developer by profession,Yes,30,12,100074,South Africa,40,22,17
42827,I am a developer by profession,Yes,30,15,112000,United States,40,10,6
42829,I am a developer by profession,Yes,58,15,122580,Israel,44,42,35
42830,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,10,95589,United States,40,10,7
42831,"I used to be a developer by profession, but no longer am",Yes,30,15,79999,Indonesia,40,3,2
42832,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,49,10,74000,United States,50,22,21
42833,I am a developer by profession,Yes,48,26,79413,Canada,40,22,18
42834,I am a developer by profession,Yes,30,13,120000,United States,48,3,2
42839,I am a developer by profession,Yes,30,18,110000,United States,5,10,3
42842,I am a developer by profession,Yes,30,6,160000,United States,40,22,8
42844,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,27,19,90000,United States,45,8,1
42845,I am a developer by profession,Yes,24,11,126000,United States,40,13,2
42847,I am a developer by profession,Yes,18,12,150000,United States,50,10,5
42849,I am a developer by profession,Yes,30,17,116333,United Kingdom,40,20,8
42852,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,37,15,64630,United Kingdom,42,22,17
42853,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,45,110114,United States,40,16,12
42856,I am a developer by profession,Yes,30,14,83195,Germany,40,6,2
42857,I am a developer by profession,Yes,30,16,15960,Peru,40,8,3
42859,I am a developer by profession,Yes,30,9,103665,United States,40,13,10
42861,I am a developer by profession,Yes,30,12,15564,Germany,20,12,4
42862,I am a developer by profession,Yes,32,14,81192,United Kingdom,39,14,10
42863,I am a developer by profession,No,30,22,84500,South Africa,12,9,6
42864,I am a developer by profession,Yes,37,22,97200,Poland,42,15,10
42867,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,14,68724,Brazil,44,19,15
42868,I am a developer by profession,Yes,30,21,18156,France,35,1,1
42872,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,20,133619,Australia,38,35,35
42874,I am a developer by profession,Yes,30,17,45144,Armenia,20,10,9
42876,I am a developer by profession,Yes,31,14,67021,Ireland,40,17,13
42880,"I used to be a developer by profession, but no longer am",Yes,49,13,117209,Brazil,40,15,10
42881,I am a developer by profession,No,30,18,88578,United States,40,8,4
42882,I am a developer by profession,Yes,28,8,60000,United States,60,12,7
42883,I am a developer by profession,Yes,30,18,110114,Mexico,40,16,12
42892,I am a developer by profession,Yes,27,17,32424,Latvia,40,7,4
42894,I am a developer by profession,No,34,16,156742,Germany,40,17,15
42895,I am a developer by profession,Yes,30,20,175000,United States,40,8,5
42896,I am a developer by profession,Yes,19,11,80000,United States,45,4,1
42897,I am a developer by profession,Yes,37,6,77556,United Kingdom,40,30,19
42899,I am a developer by profession,Yes,22,12,39108,Germany,40,4,2
42901,I am a developer by profession,Yes,30,16,34716,Bolivia,8,20,10
42903,I am a developer by profession,No,30,8,138040,United States,40,30,20
42906,I am a developer by profession,No,30,12,115000,United States,40,18,9
42907,I am a developer by profession,Yes,32,11,56723,Canada,40,6,3
42909,I am a developer by profession,Yes,19,14,34900,United Kingdom,35,6,3
42910,I am a developer by profession,Yes,30,15,110000,Canada,42,17,14
42911,I am a developer by profession,Yes,30,10,129230,Serbia,40,37,10
42913,I am a developer by profession,Yes,37,19,40000,United States,40,16,1
42916,I am a developer by profession,Yes,34,12,120257,Australia,40,23,15
42918,I am a developer by profession,Yes,30,13,146174,United States,40,30,25
42919,I am a developer by profession,Yes,30,15,2.00E+06,United States,42,13,6
42920,I am a developer by profession,Yes,30,8,140848,Argentina,40,25,25
42922,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,34,13,1320000,United States,40,4,3
42923,I am a developer by profession,Yes,34,5,122000,United States,45,30,11
42926,I am a developer by profession,Yes,32,12,116333,United Kingdom,40,15,7
42927,I am a developer by profession,Yes,30,19,1.00E+05,United States,55,11,3
42930,I am a developer by profession,Yes,24,13,64287,Canada,40,5,2
42931,I am a developer by profession,No,30,12,15576,Argentina,55,18,18
42934,I am a developer by profession,Yes,21,12,26450,Canada,40,9,1
42938,I am a developer by profession,Yes,25,14,225000,United States,40,11,4
42941,I am a developer by profession,Yes,30,17,103103,United States,40,14,9
42944,"I used to be a developer by profession, but no longer am",No,50,12,152863,United States,40,25,25
42950,I am a developer by profession,No,49,12,162914,Israel,40,35,25
42951,"I am not primarily a developer, but I write code sometimes as part of my work",No,29,27,130000,United States,40,3,2
42954,I am a developer by profession,Yes,42,7,127000,United States,50,35,10
42955,I am a developer by profession,Yes,30,17,90205,Bangladesh,40,8,5
42957,I am a developer by profession,Yes,26,17,42656,United Kingdom,38,9,6
42958,I am a developer by profession,No,37,17,80172,Australia,45,20,15
42961,I am a developer by profession,Yes,30,24,93600,United States,65,6,5
42966,I am a developer by profession,Yes,51,11,165000,United States,45,35,25
42968,I am a developer by profession,Yes,26,18,132000,United States,40,8,4
42971,I am a developer by profession,No,40,24,84941,United Kingdom,40,2,2
42972,I am a developer by profession,Yes,46,9,150000,United States,45,30,20
42973,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,45,12,260000,Australia,40,30,22
42975,I am a developer by profession,No,30,26,135000,United States,40,4,2
42976,I am a developer by profession,Yes,30,25,81664,Brazil,42,4,2
42977,I am a developer by profession,Yes,62,17,220000,United States,40,45,41
42981,I am a developer by profession,Yes,30,17,85325,United States,40,8,2
42982,I am a developer by profession,Yes,40,8,110000,United States,40,25,19
42984,I am a developer by profession,No,27,12,25944,Serbia,40,8,4
42986,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,18,120123,Singapore,50,18,15
42987,I am a developer by profession,Yes,30,22,82691,India,40,4,3
42988,I am a developer by profession,Yes,30,11,71850,Canada,42,10,2
42990,I am a developer by profession,Yes,30,5,84318,Bangladesh,40,4,4
42991,I am a developer by profession,No,26,14,82000,United States,45,10,3
42994,I am a developer by profession,Yes,30,13,12360,Colombia,40,15,6
42996,I am a developer by profession,No,34,13,135000,United States,40,8,6
43003,I am a developer by profession,Yes,25,19,60000,United States,37,6,2
43014,I am a developer by profession,Yes,30,17,82129,India,40,5,2
43015,I am a developer by profession,Yes,30,12,105795,India,40,15,10
43017,I am a developer by profession,Yes,30,20,4189,India,45,7,3
43019,I am a developer by profession,Yes,40,5,157507,United States,40,35,25
43022,I am a developer by profession,No,30,17,8782,Indonesia,40,10,12
43024,I am a developer by profession,Yes,30,25,102600,Iran,40,12,10
43025,I am a developer by profession,Yes,27,12,176797,United States,40,15,4
43031,I am a developer by profession,No,29,17,80750,United States,40,12,4
43032,"I am not primarily a developer, but I write code sometimes as part of my work",No,36,8,90758,Canada,30,15,7
43034,I am a developer by profession,Yes,30,20,85383,India,40,5,4
43035,I am a developer by profession,Yes,24,18,80655,India,40,7,2
43036,I am a developer by profession,Yes,33,15,109665,Canada,40,14,10
43038,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,15,95589,Argentina,40,10,7
43039,I am a developer by profession,No,30,20,109049,Indonesia,40,15,12
43041,I am a developer by profession,Yes,33,15,60000,Japan,15,18,10
43044,I am a developer by profession,Yes,36,17,22644,Russian Federation,40,15,10
43045,I am a developer by profession,No,30,14,45600,Iran,60,20,15
43046,I am a developer by profession,Yes,30,15,82633,India,40,7,1
43049,I am a developer by profession,Yes,30,25,288252,Malaysia,40,6,6
43051,I am a developer by profession,Yes,37,10,95000,United States,50,25,8
43052,I am a developer by profession,Yes,30,55,98281,Nigeria,40,11,8
43053,I am a developer by profession,Yes,30,15,1.00E+06,India,40,1,1
43054,I am a developer by profession,Yes,35,16,77453,Singapore,55,15,11
43055,I am a developer by profession,Yes,30,21,8376,India,40,2,2
43056,I am a developer by profession,Yes,30,16,92336,India,40,10,5
43057,I am a developer by profession,Yes,30,19,83756,China,40,5,3
43058,I am a developer by profession,Yes,27,15,14928,Romania,40,7,2
43064,I am a developer by profession,Yes,26,20,75310,India,9,5,5
43065,I am a developer by profession,Yes,30,10,182142,United States,90,39,32
43066,I am a developer by profession,Yes,33,12,123298,Canada,60,18,14
43067,I am a developer by profession,No,30,19,77307,Azerbaijan,40,2,1
43071,I am a developer by profession,Yes,22,15,67465,India,9,6,1
43075,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,15,86824,India,45,8,2
43076,I am a developer by profession,Yes,30,10,83195,India,40,6,2
43078,I am a developer by profession,Yes,30,9,87513,India,40,7,4
43083,I am a developer by profession,Yes,30,19,85435,Pakistan,60,4,1
43084,I am a developer by profession,No,28,17,107952,India,80,13,6
43086,I am a developer by profession,Yes,21,17,4188,India,42,2,1
43088,I am a developer by profession,Yes,29,16,51901,Russian Federation,40,10,7
43089,I am a developer by profession,Yes,30,16,1680,India,6,3,5
43091,I am a developer by profession,Yes,30,6,77556,United Kingdom,40,24,19
43093,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,12,114375,Algeria,40,20,12
43095,I am a developer by profession,Yes,30,16,1.00E+06,Russian Federation,35,19,16
43101,I am a developer by profession,Yes,37,14,126084,Israel,50,23,11
43104,I am a developer by profession,Yes,54,14,15816,France,36,7,4
43105,I am a developer by profession,Yes,33,10,75669,Germany,35,15,3
43106,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,20,83156,Australia,38,5,3
43109,I am a developer by profession,Yes,28,15,130000,United States,45,6,4
43110,I am a developer by profession,Yes,26,15,90494,Poland,40,9,6
43112,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,35,19,215000,United States,42,16,6
43113,I am a developer by profession,No,23,16,2508,India,54,5,2
43115,I am a developer by profession,Yes,31,19,22644,Croatia,40,12,6
43116,I am a developer by profession,No,34,28,95520,Denmark,32,6,4
